#t	x	v
0.854	0.755	0.657
0.855	0.755	0.656
0.856	0.756	0.655
0.857	0.757	0.654
0.858	0.757	0.654
0.859	0.758	0.653
0.860	0.758	0.652
0.861	0.759	0.651
0.862	0.760	0.651
0.863	0.760	0.650
0.864	0.761	0.649
0.865	0.762	0.648
0.866	0.762	0.647
0.867	0.763	0.647
0.868	0.764	0.646
0.869	0.764	0.645
0.870	0.765	0.644
0.871	0.766	0.644
0.872	0.766	0.643
0.873	0.767	0.642
0.874	0.768	0.641
0.875	0.768	0.641
0.876	0.769	0.640
0.877	0.769	0.639
0.878	0.770	0.638
0.879	0.771	0.638
0.880	0.771	0.637
0.881	0.772	0.636
0.882	0.773	0.635
0.883	0.773	0.634
0.884	0.774	0.634
0.885	0.775	0.633
0.886	0.775	0.632
0.887	0.776	0.631
0.888	0.776	0.631
0.889	0.777	0.630
0.890	0.778	0.629
0.891	0.778	0.628
0.892	0.779	0.627
0.893	0.780	0.627
0.894	0.780	0.626
0.895	0.781	0.625
0.896	0.781	0.624
0.897	0.782	0.624
0.898	0.783	0.623
0.899	0.783	0.622
0.900	0.784	0.621
0.901	0.785	0.620
0.902	0.785	0.620
0.903	0.786	0.619
0.904	0.786	0.618
0.905	0.787	0.617
0.906	0.788	0.617
0.907	0.788	0.616
0.908	0.789	0.615
0.909	0.790	0.614
0.910	0.790	0.613
0.911	0.791	0.613
0.912	0.791	0.612
0.913	0.792	0.611
0.914	0.793	0.610
0.915	0.793	0.609
0.916	0.794	0.609
0.917	0.794	0.608
0.918	0.795	0.607
0.919	0.796	0.606
0.920	0.796	0.605
0.921	0.797	0.605
0.922	0.797	0.604
0.923	0.798	0.603
0.924	0.799	0.602
0.925	0.799	0.601
0.926	0.800	0.601
0.927	0.800	0.600
0.928	0.801	0.599
0.929	0.802	0.598
0.930	0.802	0.597
0.931	0.803	0.597
0.932	0.803	0.596
0.933	0.804	0.595
0.934	0.805	0.594
0.935	0.805	0.593
0.936	0.806	0.593
0.937	0.806	0.592
0.938	0.807	0.591
0.939	0.808	0.590
0.940	0.808	0.589
0.941	0.809	0.589
0.942	0.809	0.588
0.943	0.810	0.587
0.944	0.810	0.586
0.945	0.811	0.585
0.946	0.812	0.585
0.947	0.812	0.584
0.948	0.813	0.583
0.949	0.813	0.582
0.950	0.814	0.581
0.951	0.815	0.580
0.952	0.815	0.580
0.953	0.816	0.579
0.954	0.816	0.578
0.955	0.817	0.577
0.956	0.817	0.576
0.957	0.818	0.576
0.958	0.819	0.575
0.959	0.819	0.574
0.960	0.820	0.573
0.961	0.820	0.572
0.962	0.821	0.571
0.963	0.821	0.571
0.964	0.822	0.570
0.965	0.823	0.569
0.966	0.823	0.568
0.967	0.824	0.567
0.968	0.824	0.567
0.969	0.825	0.566
0.970	0.825	0.565
0.971	0.826	0.564
0.972	0.827	0.563
0.973	0.827	0.562
0.974	0.828	0.562
0.975	0.828	0.561
0.976	0.829	0.560
0.977	0.829	0.559
0.978	0.830	0.558
0.979	0.830	0.557
0.980	0.831	0.557
0.981	0.832	0.556
0.982	0.832	0.555
0.983	0.833	0.554
0.984	0.833	0.553
0.985	0.834	0.552
0.986	0.834	0.552
0.987	0.835	0.551
0.988	0.835	0.550
0.989	0.836	0.549
0.990	0.837	0.548
0.991	0.837	0.547
0.992	0.838	0.547
0.993	0.838	0.546
0.994	0.839	0.545
0.995	0.839	0.544
0.996	0.840	0.543
0.997	0.840	0.542
0.998	0.841	0.542
0.999	0.841	0.541
1.000	0.842	0.540
1.001	0.843	0.539
1.002	0.843	0.538
1.003	0.844	0.537
1.004	0.844	0.537
1.005	0.845	0.536
1.006	0.845	0.535
1.007	0.846	0.534
1.008	0.846	0.533
1.009	0.847	0.532
1.010	0.847	0.531
1.011	0.848	0.531
1.012	0.848	0.530
1.013	0.849	0.529
1.014	0.849	0.528
1.015	0.850	0.527
1.016	0.851	0.526
1.017	0.851	0.525
1.018	0.852	0.525
1.019	0.852	0.524
1.020	0.853	0.523
1.021	0.853	0.522
1.022	0.854	0.521
1.023	0.854	0.520
1.024	0.855	0.520
1.025	0.855	0.519
1.026	0.856	0.518
1.027	0.856	0.517
1.028	0.857	0.516
1.029	0.857	0.515
1.030	0.858	0.514
1.031	0.858	0.514
1.032	0.859	0.513
1.033	0.859	0.512
1.034	0.860	0.511
1.035	0.860	0.510
1.036	0.861	0.509
1.037	0.861	0.508
1.038	0.862	0.508
1.039	0.862	0.507
1.040	0.863	0.506
1.041	0.863	0.505
1.042	0.864	0.504
1.043	0.864	0.503
1.044	0.865	0.502
1.045	0.865	0.501
1.046	0.866	0.501
1.047	0.866	0.500
1.048	0.867	0.499
1.049	0.867	0.498
1.050	0.868	0.497
1.051	0.868	0.496
1.052	0.869	0.495
1.053	0.869	0.495
1.054	0.870	0.494
1.055	0.870	0.493
1.056	0.871	0.492
1.057	0.871	0.491
1.058	0.872	0.490
1.059	0.872	0.489
1.060	0.873	0.488
1.061	0.873	0.488
1.062	0.874	0.487
1.063	0.874	0.486
1.064	0.875	0.485
1.065	0.875	0.484
1.066	0.876	0.483
1.067	0.876	0.482
1.068	0.877	0.481
1.069	0.877	0.481
1.070	0.878	0.480
1.071	0.878	0.479
1.072	0.879	0.478
1.073	0.879	0.477
1.074	0.880	0.476
1.075	0.880	0.475
1.076	0.881	0.474
1.077	0.881	0.474
1.078	0.881	0.473
1.079	0.882	0.472
1.080	0.882	0.471
1.081	0.883	0.470
1.082	0.883	0.469
1.083	0.884	0.468
1.084	0.884	0.467
1.085	0.885	0.466
1.086	0.885	0.466
1.087	0.886	0.465
1.088	0.886	0.464
